@RELATION AuthorRecognition

@ATTRIBUTE ExclamationSentences REAL
@ATTRIBUTE InverseSentences REAL
@ATTRIBUTE NegatifSentences REAL
@ATTRIBUTE Connectives REAL
@ATTRIBUTE Nums REAL
@ATTRIBUTE Pronouns REAL
@ATTRIBUTE QuestionWords REAL
@ATTRIBUTE Abbreviations REAL
@ATTRIBUTE Times REAL
@ATTRIBUTE ColonSize REAL
@ATTRIBUTE CommaSize REAL
@ATTRIBUTE EllipsisPointSize REAL
@ATTRIBUTE HypenSize REAL
@ATTRIBUTE PointSize REAL
@ATTRIBUTE QuotationSize REAL
@ATTRIBUTE SemicolonSize REAL
@ATTRIBUTE ExlamationSize REAL
@ATTRIBUTE ParanthesisSize REAL
@ATTRIBUTE QuestionMarkSize REAL
@ATTRIBUTE CapitalLetterSize REAL
@ATTRIBUTE AverageSentencesLength REAL
@ATTRIBUTE AverageWordCountPerSentences REAL
@ATTRIBUTE AverageWordLength REAL
@ATTRIBUTE Dugasts REAL
@ATTRIBUTE Guiard REAL
@ATTRIBUTE Maas REAL
@ATTRIBUTE Rubet REAL
@ATTRIBUTE Sichel REAL
@ATTRIBUTE TypeTokenRatio REAL
@ATTRIBUTE AUTHOR {Taha-Akyol,Mehmet-Ali-Birand,Leyla-İpekçi,Ekrem-Dumanlı,Rasim-Ozan,Mehmet-Barlas,A-Turan-Alkan,Can-Ataklı,Reha-Muhtar,Rıdvan-Dilmen,Haşmet-Babaoğlu,Meryem-Koray,Nazlı-Ilıcak,Gözde-Bedeloğlu,Nazan-Bekiroğlu,Mehmet-Demirkol,Okay-Karacan,Hüseyin-Gülerce,İclal-Aydın,Ahmet-Çakar}

@DATA
0.0,457.0,342.0,1671.0,33.0,44.0,2228.0,1671.0,25.0,10.0,168.0,42.0,10.0,294.0,368.0,0.0,0.0,0.0,105.0,32.0,74.0,10.0,6.0,623.0,1451.0,40.0,598.0,65.0,71.0,Mehmet-Barlas
0.0,192.0,269.0,2406.0,64.0,24.0,267.0,1336.0,13.0,11.0,166.0,11.0,66.0,322.0,388.0,0.0,0.0,22.0,11.0,19.0,114.0,15.0,6.0,626.0,1411.0,39.0,593.0,128.0,63.0,Mehmet-Barlas
0.0,391.0,565.0,2730.0,27.0,51.0,1706.0,0.0,34.0,0.0,200.0,26.0,0.0,280.0,400.0,0.0,0.0,26.0,66.0,22.0,86.0,11.0,6.0,584.0,1372.0,41.0,604.0,51.0,76.0,Mehmet-Barlas
0.0,518.0,481.0,4918.0,21.0,30.0,1366.0,0.0,24.0,0.0,280.0,53.0,13.0,360.0,240.0,0.0,0.0,0.0,53.0,19.0,98.0,13.0,6.0,639.0,1625.0,39.0,609.0,93.0,77.0,Mehmet-Barlas
0.0,393.0,151.0,2099.0,26.0,39.0,524.0,262.0,20.0,16.0,158.0,16.0,25.0,266.0,425.0,833.0,0.0,33.0,50.0,35.0,87.0,11.0,6.0,642.0,1577.0,39.0,604.0,97.0,72.0,Mehmet-Barlas
0.0,384.0,269.0,2760.0,30.0,33.0,0.0,0.0,21.0,0.0,247.0,35.0,47.0,341.0,305.0,0.0,0.0,23.0,0.0,15.0,99.0,12.0,7.0,619.0,1611.0,40.0,615.0,89.0,81.0,Mehmet-Barlas
0.0,347.0,304.0,4361.0,37.0,37.0,1557.0,0.0,9.0,10.0,217.0,21.0,65.0,282.0,369.0,0.0,0.0,0.0,32.0,29.0,94.0,12.0,6.0,611.0,1540.0,40.0,611.0,108.0,76.0,Mehmet-Barlas
0.0,347.0,304.0,4361.0,37.0,37.0,1557.0,0.0,9.0,10.0,217.0,21.0,65.0,282.0,369.0,0.0,0.0,0.0,32.0,29.0,94.0,12.0,6.0,611.0,1540.0,40.0,611.0,108.0,76.0,Mehmet-Barlas
0.0,259.0,370.0,2888.0,28.0,28.0,0.0,0.0,54.0,13.0,120.0,40.0,13.0,373.0,440.0,0.0,0.0,0.0,0.0,19.0,82.0,10.0,6.0,573.0,1333.0,41.0,604.0,54.0,75.0,Mehmet-Barlas
0.0,259.0,370.0,2888.0,28.0,28.0,0.0,0.0,54.0,13.0,120.0,40.0,13.0,373.0,440.0,0.0,0.0,0.0,0.0,19.0,82.0,10.0,6.0,573.0,1333.0,41.0,604.0,54.0,75.0,Mehmet-Barlas
0.0,181.0,227.0,3305.0,35.0,41.0,275.0,0.0,13.0,0.0,161.0,0.0,14.0,294.0,514.0,0.0,0.0,0.0,14.0,18.0,111.0,14.0,6.0,628.0,1490.0,39.0,600.0,109.0,69.0,Mehmet-Barlas
0.0,424.0,333.0,2842.0,67.0,33.0,1550.0,258.0,25.0,0.0,150.0,9.0,66.0,245.0,433.0,0.0,0.0,18.0,75.0,24.0,82.0,11.0,5.0,639.0,1499.0,39.0,598.0,111.0,67.0,Mehmet-Barlas
0.0,500.0,409.0,3287.0,68.0,30.0,273.0,2191.0,27.0,25.0,151.0,25.0,25.0,278.0,481.0,0.0,0.0,0.0,12.0,34.0,116.0,14.0,6.0,621.0,1392.0,40.0,593.0,105.0,65.0,Mehmet-Barlas
0.0,416.0,500.0,5865.0,41.0,38.0,0.0,0.0,0.0,0.0,189.0,27.0,40.0,351.0,364.0,0.0,0.0,27.0,0.0,15.0,109.0,14.0,6.0,622.0,1559.0,40.0,609.0,125.0,73.0,Mehmet-Barlas
0.0,400.0,520.0,4156.0,39.0,31.0,244.0,244.0,2.0,0.0,226.0,11.0,0.0,309.0,452.0,0.0,0.0,0.0,0.0,25.0,121.0,15.0,6.0,651.0,1547.0,39.0,598.0,79.0,70.0,Mehmet-Barlas
0.0,454.0,242.0,3353.0,33.0,36.0,2439.0,0.0,39.0,24.0,234.0,49.0,0.0,358.0,222.0,1234.0,0.0,24.0,74.0,21.0,70.0,9.0,6.0,613.0,1518.0,40.0,608.0,112.0,74.0,Mehmet-Barlas
0.0,454.0,242.0,3353.0,33.0,36.0,2439.0,0.0,39.0,24.0,234.0,49.0,0.0,358.0,222.0,1234.0,0.0,24.0,74.0,21.0,70.0,9.0,6.0,613.0,1518.0,40.0,608.0,112.0,74.0,Mehmet-Barlas
0.0,454.0,242.0,3353.0,33.0,36.0,2439.0,0.0,39.0,24.0,234.0,49.0,0.0,358.0,222.0,1234.0,0.0,24.0,74.0,21.0,70.0,9.0,6.0,613.0,1518.0,40.0,608.0,112.0,74.0,Mehmet-Barlas
0.0,444.0,481.0,5072.0,48.0,43.0,1932.0,724.0,14.0,12.0,141.0,12.0,25.0,294.0,448.0,0.0,0.0,0.0,64.0,24.0,102.0,14.0,6.0,658.0,1607.0,38.0,601.0,82.0,72.0,Mehmet-Barlas
0.0,409.0,409.0,3108.0,36.0,28.0,777.0,2849.0,23.0,10.0,166.0,0.0,0.0,197.0,572.0,0.0,0.0,20.0,31.0,40.0,115.0,15.0,6.0,643.0,1562.0,39.0,602.0,87.0,72.0,Mehmet-Barlas
0.0,409.0,409.0,3108.0,36.0,28.0,777.0,2849.0,23.0,10.0,166.0,0.0,0.0,197.0,572.0,0.0,0.0,20.0,31.0,40.0,115.0,15.0,6.0,643.0,1562.0,39.0,602.0,87.0,72.0,Mehmet-Barlas
0.0,518.0,296.0,3478.0,14.0,37.0,1739.0,0.0,20.0,0.0,105.0,13.0,0.0,289.0,486.0,0.0,0.0,26.0,78.0,17.0,94.0,12.0,6.0,624.0,1550.0,40.0,608.0,93.0,75.0,Mehmet-Barlas
0.0,347.0,347.0,4371.0,24.0,40.0,819.0,0.0,21.0,0.0,210.0,26.0,26.0,289.0,381.0,0.0,0.0,26.0,39.0,18.0,125.0,16.0,6.0,627.0,1463.0,39.0,598.0,85.0,69.0,Mehmet-Barlas
0.0,666.0,444.0,1823.0,54.0,21.0,303.0,303.0,21.0,0.0,200.0,0.0,0.0,333.0,453.0,0.0,0.0,0.0,13.0,19.0,85.0,11.0,6.0,614.0,1521.0,40.0,608.0,79.0,77.0,Mehmet-Barlas
0.0,375.0,500.0,2906.0,17.0,40.0,1453.0,0.0,8.0,0.0,115.0,12.0,51.0,243.0,500.0,0.0,0.0,0.0,76.0,24.0,93.0,12.0,6.0,623.0,1552.0,40.0,608.0,69.0,77.0,Mehmet-Barlas
0.0,521.0,217.0,3672.0,31.0,48.0,847.0,0.0,8.0,9.0,217.0,0.0,19.0,227.0,455.0,0.0,0.0,59.0,9.0,19.0,111.0,14.0,6.0,624.0,1498.0,40.0,602.0,95.0,72.0,Mehmet-Barlas
0.0,583.0,500.0,6418.0,50.0,50.0,675.0,0.0,20.0,0.0,163.0,20.0,61.0,489.0,244.0,0.0,0.0,0.0,20.0,15.0,92.0,12.0,6.0,586.0,1377.0,41.0,604.0,63.0,75.0,Mehmet-Barlas
0.0,409.0,272.0,5629.0,16.0,36.0,0.0,331.0,13.0,0.0,327.0,17.0,0.0,379.0,275.0,0.0,0.0,0.0,0.0,16.0,101.0,13.0,6.0,598.0,1484.0,40.0,611.0,65.0,79.0,Mehmet-Barlas
0.0,473.0,368.0,1700.0,17.0,17.0,1360.0,340.0,20.0,15.0,203.0,15.0,15.0,250.0,421.0,0.0,0.0,31.0,46.0,16.0,114.0,14.0,6.0,584.0,1364.0,41.0,603.0,98.0,71.0,Mehmet-Barlas
45.0,468.0,387.0,2864.0,44.0,51.0,0.0,173.0,18.0,22.0,257.0,31.0,17.0,408.0,115.0,6222.0,22.0,53.0,8.0,14.0,76.0,10.0,6.0,900.0,2580.0,33.0,605.0,91.0,69.0,Ekrem-Dumanlı
0.0,296.0,347.0,2921.0,48.0,52.0,0.0,0.0,14.0,3.0,262.0,7.0,10.0,395.0,215.0,6474.0,0.0,35.0,3.0,11.0,80.0,11.0,6.0,928.0,2564.0,32.0,600.0,107.0,62.0,Ekrem-Dumanlı
61.0,419.0,432.0,3072.0,41.0,45.0,529.0,1377.0,26.0,5.0,164.0,15.0,53.0,356.0,276.0,3191.0,26.0,31.0,37.0,23.0,88.0,11.0,6.0,852.0,2388.0,34.0,605.0,118.0,68.0,Ekrem-Dumanlı
19.0,303.0,264.0,2545.0,45.0,36.0,727.0,0.0,18.0,13.0,239.0,4.0,23.0,354.0,244.0,4608.0,9.0,18.0,46.0,19.0,79.0,10.0,6.0,891.0,2565.0,33.0,606.0,85.0,70.0,Ekrem-Dumanlı
0.0,308.0,320.0,3323.0,41.0,29.0,391.0,195.0,35.0,0.0,298.0,5.0,10.0,371.0,235.0,3664.0,0.0,10.0,31.0,15.0,95.0,12.0,6.0,874.0,2519.0,33.0,607.0,112.0,69.0,Ekrem-Dumanlı
20.0,381.0,309.0,2789.0,44.0,46.0,516.0,103.0,27.0,4.0,181.0,27.0,4.0,390.0,281.0,5000.0,9.0,27.0,22.0,22.0,73.0,10.0,6.0,854.0,2339.0,34.0,602.0,89.0,68.0,Ekrem-Dumanlı
50.0,450.0,300.0,3088.0,43.0,42.0,675.0,386.0,21.0,19.0,177.0,14.0,19.0,369.0,261.0,3940.0,24.0,9.0,64.0,18.0,76.0,10.0,6.0,877.0,2535.0,33.0,607.0,100.0,70.0,Ekrem-Dumanlı
52.0,333.0,368.0,2738.0,49.0,38.0,353.0,265.0,20.0,8.0,162.0,44.0,8.0,386.0,239.0,6504.0,24.0,32.0,28.0,18.0,70.0,9.0,6.0,894.0,2532.0,33.0,604.0,103.0,67.0,Ekrem-Dumanlı
93.0,390.0,203.0,2690.0,47.0,37.0,371.0,742.0,22.0,18.0,191.0,14.0,7.0,369.0,317.0,2952.0,22.0,7.0,22.0,25.0,61.0,8.0,6.0,888.0,2594.0,33.0,608.0,98.0,71.0,Ekrem-Dumanlı
31.0,393.0,223.0,3402.0,45.0,45.0,189.0,94.0,34.0,21.0,245.0,30.0,21.0,387.0,206.0,1293.0,12.0,43.0,17.0,20.0,85.0,11.0,6.0,879.0,2490.0,33.0,605.0,75.0,70.0,Ekrem-Dumanlı
18.0,513.0,256.0,2613.0,43.0,37.0,201.0,804.0,28.0,14.0,221.0,28.0,9.0,461.0,182.0,5769.0,9.0,9.0,4.0,20.0,68.0,9.0,6.0,864.0,2431.0,34.0,605.0,96.0,69.0,Ekrem-Dumanlı
41.0,371.0,340.0,2297.0,42.0,29.0,437.0,656.0,13.0,11.0,183.0,14.0,3.0,294.0,363.0,3676.0,14.0,58.0,18.0,23.0,66.0,9.0,6.0,842.0,2312.0,34.0,603.0,80.0,70.0,Ekrem-Dumanlı
47.0,358.0,245.0,2456.0,46.0,47.0,511.0,716.0,19.0,15.0,189.0,10.0,5.0,442.0,200.0,2631.0,26.0,31.0,52.0,25.0,66.0,9.0,6.0,860.0,2412.0,34.0,604.0,90.0,70.0,Ekrem-Dumanlı
21.0,473.0,376.0,3426.0,31.0,38.0,856.0,428.0,12.0,13.0,146.0,13.0,9.0,353.0,311.0,3211.0,13.0,55.0,50.0,26.0,73.0,10.0,6.0,851.0,2404.0,34.0,606.0,84.0,72.0,Ekrem-Dumanlı
0.0,414.0,252.0,3362.0,52.0,48.0,672.0,384.0,16.0,25.0,145.0,29.0,8.0,401.0,239.0,2991.0,0.0,68.0,51.0,23.0,69.0,9.0,6.0,877.0,2507.0,33.0,606.0,100.0,69.0,Ekrem-Dumanlı
24.0,434.0,327.0,2661.0,37.0,38.0,855.0,190.0,20.0,13.0,129.0,13.0,0.0,428.0,281.0,3571.0,13.0,8.0,75.0,22.0,62.0,8.0,6.0,879.0,2509.0,33.0,606.0,98.0,69.0,Ekrem-Dumanlı
28.0,283.0,311.0,3574.0,46.0,38.0,0.0,99.0,16.0,9.0,219.0,19.0,19.0,478.0,190.0,2926.0,14.0,9.0,9.0,26.0,72.0,9.0,6.0,864.0,2385.0,34.0,602.0,85.0,68.0,Ekrem-Dumanlı
18.0,467.0,242.0,4090.0,39.0,35.0,363.0,0.0,22.0,14.0,216.0,37.0,14.0,471.0,155.0,3773.0,9.0,28.0,14.0,16.0,76.0,10.0,6.0,889.0,2538.0,33.0,605.0,93.0,69.0,Ekrem-Dumanlı
18.0,467.0,242.0,4090.0,39.0,35.0,363.0,0.0,22.0,14.0,216.0,37.0,14.0,471.0,155.0,3773.0,9.0,28.0,14.0,16.0,76.0,10.0,6.0,889.0,2538.0,33.0,605.0,93.0,69.0,Ekrem-Dumanlı
20.0,458.0,312.0,3603.0,50.0,52.0,0.0,180.0,12.0,0.0,306.0,29.0,19.0,445.0,148.0,2970.0,9.0,0.0,9.0,24.0,87.0,11.0,6.0,721.0,1812.0,37.0,599.0,74.0,71.0,Ekrem-Dumanlı
17.0,422.0,215.0,3457.0,44.0,52.0,354.0,265.0,36.0,9.0,219.0,41.0,22.0,433.0,141.0,10045.0,9.0,0.0,22.0,18.0,72.0,9.0,6.0,897.0,2593.0,33.0,606.0,102.0,69.0,Ekrem-Dumanlı
61.0,427.0,297.0,3368.0,35.0,46.0,657.0,0.0,24.0,23.0,173.0,39.0,23.0,385.0,196.0,4724.0,31.0,15.0,62.0,15.0,68.0,9.0,6.0,919.0,2746.0,32.0,609.0,102.0,70.0,Ekrem-Dumanlı
39.0,333.0,294.0,2892.0,42.0,48.0,309.0,826.0,21.0,12.0,123.0,29.0,0.0,395.0,331.0,1276.0,17.0,51.0,25.0,31.0,68.0,9.0,6.0,858.0,2420.0,34.0,605.0,99.0,70.0,Ekrem-Dumanlı
103.0,377.0,339.0,3685.0,33.0,39.0,581.0,775.0,32.0,22.0,180.0,39.0,8.0,352.0,220.0,4405.0,48.0,26.0,57.0,19.0,74.0,10.0,6.0,870.0,2404.0,33.0,602.0,82.0,68.0,Ekrem-Dumanlı
94.0,465.0,301.0,3797.0,36.0,43.0,813.0,90.0,21.0,14.0,197.0,44.0,18.0,319.0,226.0,5204.0,44.0,29.0,52.0,21.0,71.0,9.0,6.0,899.0,2715.0,33.0,611.0,84.0,74.0,Ekrem-Dumanlı
42.0,389.0,347.0,3225.0,45.0,47.0,552.0,0.0,19.0,25.0,186.0,30.0,5.0,353.0,232.0,4040.0,20.0,40.0,65.0,18.0,82.0,11.0,6.0,886.0,2519.0,33.0,605.0,93.0,69.0,Ekrem-Dumanlı
46.0,425.0,287.0,2736.0,41.0,30.0,882.0,529.0,16.0,40.0,212.0,16.0,4.0,325.0,277.0,4016.0,20.0,16.0,48.0,22.0,73.0,10.0,6.0,896.0,2551.0,33.0,605.0,96.0,68.0,Ekrem-Dumanlı
30.0,410.0,270.0,3556.0,34.0,30.0,538.0,431.0,22.0,62.0,198.0,38.0,9.0,381.0,222.0,4347.0,14.0,9.0,19.0,26.0,71.0,9.0,6.0,848.0,2373.0,34.0,605.0,98.0,70.0,Ekrem-Dumanlı
18.0,467.0,271.0,2365.0,39.0,35.0,378.0,0.0,15.0,7.0,241.0,56.0,11.0,384.0,215.0,4528.0,7.0,15.0,15.0,16.0,76.0,10.0,6.0,886.0,2635.0,33.0,610.0,87.0,73.0,Ekrem-Dumanlı
24.0,280.0,353.0,3323.0,37.0,41.0,94.0,1994.0,24.0,5.0,219.0,20.0,20.0,397.0,272.0,3141.0,10.0,10.0,10.0,63.0,95.0,12.0,6.0,874.0,2419.0,33.0,602.0,78.0,68.0,Ekrem-Dumanlı
31.0,446.0,297.0,3047.0,41.0,41.0,338.0,451.0,24.0,19.0,171.0,19.0,0.0,506.0,157.0,5263.0,19.0,13.0,39.0,16.0,70.0,9.0,6.0,835.0,2291.0,34.0,603.0,92.0,69.0,Ekrem-Dumanlı
22.0,454.0,363.0,3080.0,33.0,37.0,880.0,220.0,16.0,20.0,180.0,30.0,0.0,355.0,275.0,1500.0,10.0,40.0,75.0,18.0,80.0,10.0,6.0,850.0,2484.0,34.0,610.0,88.0,75.0,Ekrem-Dumanlı
50.0,437.0,350.0,3285.0,43.0,45.0,193.0,676.0,15.0,10.0,219.0,38.0,5.0,395.0,236.0,2197.0,21.0,21.0,27.0,19.0,97.0,12.0,6.0,874.0,2471.0,33.0,605.0,99.0,69.0,Ekrem-Dumanlı
37.0,433.0,226.0,2766.0,36.0,32.0,296.0,494.0,26.0,28.0,206.0,36.0,16.0,396.0,255.0,2429.0,16.0,0.0,20.0,24.0,71.0,9.0,6.0,872.0,2508.0,33.0,607.0,70.0,73.0,Ekrem-Dumanlı
46.0,406.0,290.0,3358.0,42.0,41.0,575.0,863.0,21.0,27.0,229.0,36.0,13.0,366.0,270.0,1834.0,18.0,9.0,9.0,25.0,92.0,12.0,6.0,878.0,2518.0,33.0,606.0,109.0,69.0,Ekrem-Dumanlı
13.0,388.0,444.0,3276.0,46.0,49.0,242.0,364.0,18.0,13.0,289.0,46.0,46.0,440.0,78.0,3947.0,6.0,26.0,13.0,34.0,85.0,11.0,6.0,817.0,2212.0,34.0,603.0,88.0,70.0,Ekrem-Dumanlı
11.0,517.0,264.0,2459.0,45.0,53.0,0.0,204.0,26.0,5.0,200.0,41.0,5.0,494.0,164.0,4117.0,5.0,35.0,5.0,18.0,81.0,11.0,6.0,851.0,2253.0,34.0,598.0,99.0,64.0,Ekrem-Dumanlı
81.0,465.0,511.0,3653.0,42.0,44.0,939.0,1043.0,20.0,16.0,195.0,32.0,5.0,347.0,228.0,4891.0,38.0,43.0,43.0,17.0,82.0,11.0,6.0,852.0,2329.0,34.0,602.0,91.0,68.0,Ekrem-Dumanlı
40.0,367.0,326.0,1730.0,48.0,51.0,576.0,2692.0,38.0,15.0,196.0,37.0,0.0,325.0,363.0,1515.0,15.0,0.0,30.0,35.0,71.0,10.0,5.0,710.0,1815.0,37.0,603.0,91.0,72.0,Ekrem-Dumanlı
83.0,416.0,416.0,1825.0,48.0,42.0,202.0,4665.0,18.0,43.0,210.0,17.0,0.0,307.0,333.0,3508.0,35.0,0.0,17.0,41.0,78.0,10.0,6.0,698.0,1769.0,37.0,603.0,96.0,72.0,Ekrem-Dumanlı
39.0,333.0,294.0,3305.0,31.0,44.0,188.0,377.0,19.0,0.0,197.0,38.0,9.0,485.0,201.0,1442.0,24.0,19.0,9.0,21.0,77.0,10.0,6.0,881.0,2522.0,33.0,606.0,102.0,69.0,Ekrem-Dumanlı
56.0,345.0,355.0,4018.0,27.0,38.0,547.0,91.0,26.0,14.0,268.0,22.0,18.0,312.0,242.0,4411.0,22.0,29.0,25.0,19.0,78.0,10.0,6.0,886.0,2490.0,33.0,603.0,105.0,67.0,Ekrem-Dumanlı
86.0,355.0,365.0,3103.0,32.0,49.0,775.0,775.0,15.0,11.0,214.0,31.0,3.0,320.0,230.0,3125.0,35.0,62.0,58.0,22.0,73.0,9.0,6.0,872.0,2451.0,33.0,604.0,92.0,69.0,Ekrem-Dumanlı
36.0,527.0,400.0,3636.0,43.0,36.0,1090.0,181.0,14.0,0.0,254.0,0.0,9.0,377.0,188.0,5660.0,18.0,18.0,75.0,20.0,73.0,10.0,6.0,728.0,1935.0,37.0,606.0,83.0,75.0,Ekrem-Dumanlı
10.0,274.0,252.0,2816.0,41.0,34.0,0.0,281.0,26.0,13.0,206.0,35.0,4.0,430.0,264.0,1793.0,4.0,17.0,4.0,19.0,89.0,11.0,6.0,882.0,2518.0,33.0,605.0,83.0,70.0,Ekrem-Dumanlı
18.0,462.0,268.0,2139.0,47.0,49.0,744.0,930.0,25.0,38.0,238.0,27.0,11.0,455.0,83.0,7777.0,11.0,11.0,44.0,18.0,73.0,10.0,6.0,887.0,2580.0,33.0,607.0,102.0,70.0,Ekrem-Dumanlı
40.0,370.0,250.0,2543.0,41.0,27.0,508.0,1424.0,24.0,11.0,252.0,26.0,15.0,328.0,271.0,1886.0,15.0,22.0,37.0,26.0,73.0,9.0,6.0,860.0,2392.0,34.0,603.0,89.0,69.0,Ekrem-Dumanlı
0.0,431.0,117.0,2990.0,52.0,33.0,186.0,186.0,35.0,19.0,158.0,19.0,29.0,485.0,257.0,1980.0,0.0,0.0,9.0,27.0,81.0,10.0,6.0,712.0,1763.0,37.0,598.0,98.0,68.0,Ekrem-Dumanlı
0.0,446.0,233.0,2571.0,51.0,57.0,395.0,296.0,24.0,15.0,222.0,11.0,26.0,314.0,203.0,6130.0,0.0,114.0,30.0,20.0,70.0,10.0,5.0,857.0,2248.0,34.0,597.0,86.0,64.0,Ekrem-Dumanlı
120.0,509.0,277.0,3045.0,46.0,32.0,196.0,0.0,20.0,3.0,281.0,22.0,35.0,287.0,277.0,4575.0,42.0,0.0,3.0,24.0,65.0,9.0,6.0,874.0,2535.0,33.0,608.0,81.0,72.0,Ekrem-Dumanlı
21.0,468.0,404.0,2059.0,48.0,77.0,457.0,0.0,22.0,12.0,409.0,0.0,0.0,506.0,24.0,1204.0,12.0,0.0,24.0,12.0,68.0,9.0,6.0,674.0,1707.0,38.0,605.0,67.0,76.0,Nazan-Bekiroğlu
0.0,645.0,451.0,3703.0,51.0,47.0,0.0,0.0,26.0,0.0,368.0,0.0,40.0,248.0,288.0,800.0,0.0,48.0,0.0,22.0,123.0,16.0,6.0,696.0,1769.0,37.0,603.0,69.0,74.0,Nazan-Bekiroğlu
0.0,461.0,423.0,3300.0,34.0,46.0,0.0,0.0,17.0,20.0,270.0,0.0,10.0,240.0,420.0,0.0,0.0,40.0,0.0,26.0,143.0,19.0,6.0,697.0,1639.0,37.0,593.0,99.0,65.0,Nazan-Bekiroğlu
0.0,384.0,410.0,3427.0,56.0,52.0,0.0,0.0,10.0,10.0,336.0,0.0,21.0,336.0,189.0,2105.0,0.0,42.0,42.0,12.0,97.0,12.0,6.0,694.0,1692.0,37.0,598.0,84.0,69.0,Nazan-Bekiroğlu
15.0,619.0,253.0,2025.0,81.0,33.0,552.0,184.0,14.0,0.0,277.0,0.0,7.0,460.0,206.0,0.0,7.0,0.0,39.0,18.0,59.0,8.0,5.0,719.0,1828.0,37.0,601.0,91.0,71.0,Nazan-Bekiroğlu
0.0,333.0,428.0,4710.0,32.0,36.0,0.0,0.0,8.0,11.0,266.0,0.0,22.0,444.0,222.0,0.0,0.0,22.0,11.0,13.0,76.0,10.0,6.0,679.0,1619.0,38.0,596.0,97.0,67.0,Nazan-Bekiroğlu
0.0,490.0,163.0,2348.0,68.0,39.0,0.0,391.0,27.0,8.0,306.0,0.0,32.0,467.0,185.0,0.0,0.0,0.0,0.0,18.0,68.0,9.0,6.0,715.0,1933.0,37.0,610.0,77.0,78.0,Nazan-Bekiroğlu
13.0,500.0,277.0,1535.0,67.0,74.0,191.0,0.0,17.0,0.0,188.0,0.0,8.0,549.0,196.0,0.0,8.0,16.0,32.0,20.0,50.0,7.0,5.0,712.0,1840.0,37.0,604.0,90.0,73.0,Nazan-Bekiroğlu
17.0,403.0,280.0,2542.0,38.0,27.0,0.0,0.0,36.0,21.0,284.0,0.0,10.0,568.0,94.0,0.0,21.0,0.0,0.0,20.0,62.0,8.0,6.0,690.0,1758.0,38.0,604.0,86.0,73.0,Nazan-Bekiroğlu
0.0,250.0,333.0,6200.0,64.0,42.0,0.0,0.0,8.0,9.0,266.0,0.0,27.0,422.0,266.0,0.0,0.0,0.0,9.0,20.0,80.0,11.0,5.0,697.0,1712.0,37.0,599.0,83.0,70.0,Nazan-Bekiroğlu
0.0,506.0,86.0,1707.0,37.0,36.0,0.0,0.0,34.0,0.0,291.0,0.0,7.0,576.0,102.0,0.0,0.0,0.0,21.0,18.0,47.0,6.0,6.0,721.0,1955.0,37.0,609.0,104.0,76.0,Nazan-Bekiroğlu
0.0,312.0,218.0,2801.0,51.0,40.0,0.0,0.0,23.0,0.0,432.0,0.0,0.0,337.0,148.0,8108.0,0.0,0.0,0.0,11.0,112.0,14.0,6.0,677.0,1610.0,38.0,596.0,80.0,68.0,Nazan-Bekiroğlu
27.0,305.0,361.0,3960.0,55.0,59.0,0.0,0.0,21.0,9.0,298.0,0.0,0.0,326.0,346.0,0.0,9.0,0.0,9.0,13.0,102.0,14.0,6.0,704.0,1793.0,37.0,603.0,101.0,71.0,Nazan-Bekiroğlu
0.0,633.0,267.0,936.0,59.0,52.0,374.0,0.0,20.0,0.0,258.0,0.0,6.0,662.0,59.0,0.0,0.0,0.0,13.0,25.0,37.0,5.0,6.0,720.0,1891.0,37.0,605.0,77.0,75.0,Nazan-Bekiroğlu
35.0,684.0,245.0,1509.0,45.0,56.0,377.0,0.0,49.0,6.0,275.0,12.0,25.0,365.0,243.0,641.0,12.0,38.0,12.0,17.0,62.0,8.0,6.0,721.0,1932.0,37.0,608.0,62.0,78.0,Nazan-Bekiroğlu
14.0,588.0,308.0,2422.0,39.0,74.0,1101.0,0.0,26.0,8.0,355.0,0.0,0.0,487.0,90.0,0.0,8.0,0.0,49.0,20.0,48.0,6.0,6.0,681.0,1727.0,38.0,604.0,84.0,74.0,Nazan-Bekiroğlu
0.0,537.0,296.0,1209.0,60.0,76.0,201.0,0.0,32.0,0.0,403.0,0.0,9.0,477.0,91.0,917.0,0.0,0.0,9.0,13.0,68.0,9.0,6.0,705.0,1863.0,37.0,607.0,96.0,75.0,Nazan-Bekiroğlu
14.0,528.0,214.0,1808.0,72.0,56.0,723.0,0.0,21.0,30.0,181.0,15.0,0.0,477.0,234.0,0.0,7.0,15.0,37.0,23.0,54.0,7.0,5.0,726.0,1888.0,37.0,604.0,108.0,71.0,Nazan-Bekiroğlu
15.0,538.0,261.0,2083.0,49.0,77.0,0.0,0.0,18.0,18.0,309.0,9.0,0.0,554.0,63.0,0.0,9.0,18.0,18.0,15.0,60.0,8.0,6.0,713.0,1819.0,37.0,602.0,57.0,74.0,Nazan-Bekiroğlu
0.0,634.0,341.0,4500.0,68.0,45.0,0.0,0.0,29.0,10.0,319.0,10.0,0.0,422.0,185.0,1030.0,0.0,20.0,20.0,15.0,86.0,11.0,6.0,709.0,1840.0,37.0,605.0,81.0,74.0,Nazan-Bekiroğlu
43.0,550.0,260.0,2264.0,56.0,26.0,188.0,0.0,22.0,0.0,305.0,0.0,0.0,516.0,110.0,0.0,25.0,0.0,42.0,23.0,56.0,7.0,6.0,725.0,1993.0,37.0,611.0,80.0,79.0,Nazan-Bekiroğlu
